4.09777002,0.90328423,sec1
3.91248048,5.62618792,sec1
3.3762927,6.00934738,sec1
4.07822322,0.33664247,sec1
7.72357951,4.28919341,sec1
5.22921733,3.5189575,sec1
5.56312849,2.33883533,sec1
1.52144749,3.49089845,sec1
0.72974906,0.71663509,sec1
3.80128612,1.23145067,sec1
7.6113414,5.06293663,sec1
6.55465947,3.43388258,sec1
0.92936764,3.35437751,sec1
6.45618617,3.70542929,sec1
6.73879636,4.2822582,sec1
7.32900256,4.9014703,sec1
2.71539828,5.1847059,sec1
7.27972403,2.0212509,sec1
3.15446891,3.38927442,sec1
1.86323187,5.95620555,sec1
5.67149734,5.37346317,sec1
0.17957926,4.7757528,sec1
2.05776548,5.57254293,sec1
4.51854512,4.90369933,sec1
4.95090487,4.47166874,sec1
7.89453575,1.46004372,sec1
0.74522215,4.45983952,sec1
3.31090829,3.9707419,sec1
1.19490771,0.90023027,sec1
0.35881826,0.16172868,sec1
0.67958048,3.03958813,sec1
3.41478959,3.70076363,sec1
2.24951361,4.07605138,sec1
3.29422522,1.17979649,sec1
16.43621888,0.70187595,sec2
14.17526139,5.48276547,sec2
13.67879282,3.60720198,sec2
16.17069823,4.54801018,sec2
13.46913895,3.08246935,sec2
16.10991132,2.29977627,sec2
14.17507631,0.26262661,sec2
16.84111026,0.68449044,sec2
16.20706476,1.2508872,sec2
19.84273013,4.45862971,sec2
19.81247949,1.76557658,sec2
14.92217803,4.94628538,sec2
14.58447718,3.86428025,sec2
13.55623149,5.14881641,sec2
14.35665457,4.61920623,sec2
17.48944431,1.36883507,sec2
18.20964291,0.3271628,sec2
14.26462045,4.92573735,sec2
19.89257103,1.04508693,sec2
14.51145498,5.18786395,sec2
17.51670966,3.56213722,sec2
18.67214616,3.6052755,sec2
16.45940793,1.68983112,sec2
18.96287225,4.98940858,sec2
16.87686197,5.00114424,sec2
14.55905707,1.48079548,sec2
17.62263438,0.64507331,sec2
17.23971982,1.06264121,sec2
16.32981527,4.28397391,sec2
12.27534409,1.04091462,sec2
15.86296892,0.47466842,sec2
17.70924645,4.09815617,sec2
16.51189297,3.33826626,sec2
14.79009029,3.18028431,sec2
17.16728629,0.3740973,sec2
17.16676521,0.5898162,sec2
12.26517472,1.46162565,sec2
17.35473542,0.19180959,sec2
16.17783596,4.78331212,sec2
18.84448897,4.5063554,sec2
18.19254089,0.16917953,sec2
19.88449411,3.39399214,sec2
15.38227775,4.41547556,sec2
15.16328558,0.86397775,sec2
13.70750511,1.16247779,sec2
15.92447933,2.77690924,sec2
14.06413722,1.33779874,sec2
15.4322255,2.19803691,sec2
18.26726552,5.13064742,sec2
14.99169735,1.3495652,sec2
16.49762869,0.63048201,sec2
14.83653122,3.77557701,sec2
16.030347,2.92331303,sec2
17.49835619,3.41120341,sec2
19.00557925,0.84571082,sec2
15.30963638,3.78441701,sec2
12.58958925,3.84736318,sec2
17.54467484,6.11202756,sec2
19.19899892,5.53721631,sec2
15.63332231,1.11483164,sec2
13.99606566,1.29873671,sec2
15.60167149,4.09508597,sec2
15.3031211,5.28563585,sec2
18.30066452,2.52158393,sec2
19.85303719,2.79626929,sec2
12.14054949,4.2209769,sec2
16.09777002,0.90328423,sec2
15.91248048,5.62618792,sec2
15.3762927,6.00934738,sec2
16.07822322,0.33664247,sec2
19.72357951,4.28919341,sec2
17.22921733,3.5189575,sec2
17.56312849,2.33883533,sec2
13.52144749,3.49089845,sec2
12.72974906,0.71663509,sec2
15.80128612,1.23145067,sec2
19.6113414,5.06293663,sec2
18.55465947,3.43388258,sec2
12.92936764,3.35437751,sec2
18.45618617,3.70542929,sec2
18.73879636,4.2822582,sec2
19.32900256,4.9014703,sec2
14.71539828,5.1847059,sec2
19.27972403,2.0212509,sec2
15.15446891,3.38927442,sec2
13.86323187,5.95620555,sec2
17.67149734,5.37346317,sec2
12.17957926,4.7757528,sec2
14.05776548,5.57254293,sec2
16.51854512,4.90369933,sec2
16.95090487,4.47166874,sec2
19.89453575,1.46004372,sec2
12.74522215,4.45983952,sec2
15.31090829,3.9707419,sec2
13.19490771,0.90023027,sec2
12.35881826,0.16172868,sec2
12.67958048,3.03958813,sec2
15.41478959,3.70076363,sec2
14.24951361,4.07605138,sec2
15.29422522,1.17979649,sec2
4.43621888,13.41150849,sec3
2.17526139,14.74387492,sec3
1.67879282,9.63323841,sec3
4.17069823,14.76928834,sec3
1.46913895,9.59755614,sec3
4.10991132,13.91176072,sec3
2.17507631,11.01544993,sec3
4.84111026,12.83519513,sec3
4.20706476,10.10300615,sec3
7.84273013,9.7408792,sec3
7.81247949,14.81018273,sec3
2.92217803,12.31804708,sec3
2.58447718,9.7803087,sec3
1.55623149,10.34635245,sec3
2.35665457,13.89810864,sec3
5.48944431,10.86155134,sec3
6.20964291,12.30472588,sec3
2.26462045,10.00621147,sec3
7.89257103,11.93306911,sec3
2.51145498,10.21743877,sec3
5.51670966,14.10421161,sec3
6.67214616,13.33947345,sec3
4.45940793,11.10986074,sec3
6.96287225,11.53893451,sec3
4.87686197,13.0838582,sec3
2.55905707,11.42137345,sec3
5.62263438,13.67727849,sec3
5.23971982,11.26172877,sec3
4.32981527,14.73593475,sec3
0.27534409,11.22541649,sec3
3.86296892,13.47177237,sec3
5.70924645,9.66954013,sec3
4.51189297,13.99621866,sec3
2.79009029,10.88221877,sec3
5.16728629,10.01081643,sec3
5.16676521,13.44441329,sec3
0.26517472,10.89270896,sec3
5.35473542,10.44298546,sec3
4.17783596,14.27318254,sec3
6.84448897,12.69455256,sec3
6.19254089,9.65582456,sec3
7.88449411,14.55343011,sec3
3.38227775,12.96823847,sec3
3.16328558,11.8920519,sec3
1.70750511,10.68535434,sec3
3.92447933,10.9240763,sec3
2.06413722,9.87053287,sec3
3.4322255,14.81518067,sec3
6.26726552,12.99397313,sec3
2.99169735,10.69949752,sec3
4.49762869,10.03348478,sec3
2.83653122,12.69471901,sec3
4.030347,11.97357257,sec3
5.49835619,12.38640289,sec3
7.00557925,10.21560147,sec3
3.30963638,12.70219901,sec3
0.58958925,12.75546116,sec3
5.54467484,14.67171563,sec3
7.19899892,14.18533688,sec3
3.63332231,10.44331908,sec3
1.99606566,10.59893106,sec3
3.60167149,12.96507275,sec3
3.3031211,13.9724611,sec3
6.30066452,11.63364794,sec3
7.85303719,11.86607401,sec3
0.14054949,13.07159584,sec3
4.09777002,10.26431742,sec3
3.91248048,14.26062054,sec3
3.3762927,14.5848324,sec3
4.07822322,9.78485132,sec3
7.72357951,13.1293175,sec3
5.22921733,12.47757943,sec3
5.56312849,11.47901451,sec3
1.52144749,12.45383715,sec3
0.72974906,10.10638354,sec3
3.80128612,10.54199672,sec3
7.6113414,13.7840233,sec3
6.55465947,12.40559295,sec3
0.92936764,12.33831943,sec3
6.45618617,12.63536324,sec3
6.73879636,13.12344924,sec3
7.32900256,13.64739795,sec3
2.71539828,13.88705884,sec3
7.27972403,11.21028922,sec3
3.15446891,12.36784759,sec3
1.86323187,14.53986623,sec3
5.67149734,14.04677653,sec3
0.17957926,13.5410216,sec3
2.05776548,14.21522863,sec3
4.51854512,13.64928405,sec3
4.95090487,13.2837197,sec3
7.89453575,10.7354216,sec3
0.74522215,13.27371036,sec3
3.31090829,12.85985853,sec3
1.19490771,10.26173331,sec3
0.35881826,9.63684734,sec3
0.67958048,12.0719591,sec3
3.41478959,12.63141538,sec3
2.24951361,12.94896655,sec3
3.29422522,10.49828934,sec3
16.43621888,13.41150849,sec4
14.17526139,14.74387492,sec4
13.67879282,9.63323841,sec4
16.17069823,14.76928834,sec4
13.46913895,9.59755614,sec4
16.10991132,13.91176072,sec4
14.17507631,11.01544993,sec4
16.84111026,12.83519513,sec4
16.20706476,10.10300615,sec4
19.84273013,9.7408792,sec4
19.81247949,14.81018273,sec4
14.92217803,12.31804708,sec4
14.58447718,9.7803087,sec4
13.55623149,10.34635245,sec4
14.35665457,13.89810864,sec4
17.48944431,10.86155134,sec4
18.20964291,12.30472588,sec4
14.26462045,10.00621147,sec4
19.89257103,11.93306911,sec4
14.51145498,10.21743877,sec4
17.51670966,14.10421161,sec4
18.67214616,13.33947345,sec4
16.45940793,11.10986074,sec4
18.96287225,11.53893451,sec4
16.87686197,13.0838582,sec4
14.55905707,11.42137345,sec4
17.62263438,13.67727849,sec4
17.23971982,11.26172877,sec4
16.32981527,14.73593475,sec4
12.27534409,11.22541649,sec4
15.86296892,13.47177237,sec4
17.70924645,9.66954013,sec4
16.51189297,13.99621866,sec4
14.79009029,10.88221877,sec4
17.16728629,10.01081643,sec4
17.16676521,13.44441329,sec4
12.26517472,10.89270896,sec4
17.35473542,10.44298546,sec4
16.17783596,14.27318254,sec4
18.84448897,12.69455256,sec4
18.19254089,9.65582456,sec4
19.88449411,14.55343011,sec4
15.38227775,12.96823847,sec4
15.16328558,11.8920519,sec4
13.70750511,10.68535434,sec4
15.92447933,10.9240763,sec4
14.06413722,9.87053287,sec4
15.4322255,14.81518067,sec4
18.26726552,12.99397313,sec4
14.99169735,10.69949752,sec4
16.49762869,10.03348478,sec4
14.83653122,12.69471901,sec4
16.030347,11.97357257,sec4
17.49835619,12.38640289,sec4
19.00557925,10.21560147,sec4
15.30963638,12.70219901,sec4
12.58958925,12.75546116,sec4
17.54467484,14.67171563,sec4
19.19899892,14.18533688,sec4
15.63332231,10.44331908,sec4
13.99606566,10.59893106,sec4
15.60167149,12.96507275,sec4
15.3031211,13.9724611,sec4
18.30066452,11.63364794,sec4
19.85303719,11.86607401,sec4
12.14054949,13.07159584,sec4
16.09777002,10.26431742,sec4
15.91248048,14.26062054,sec4
15.3762927,14.5848324,sec4
16.07822322,9.78485132,sec4
19.72357951,13.1293175,sec4
17.22921733,12.47757943,sec4
17.56312849,11.47901451,sec4
13.52144749,12.45383715,sec4
12.72974906,10.10638354,sec4
15.80128612,10.54199672,sec4
19.6113414,13.7840233,sec4
18.55465947,12.40559295,sec4
12.92936764,12.33831943,sec4
18.45618617,12.63536324,sec4
18.73879636,13.12344924,sec4
19.32900256,13.64739795,sec4
14.71539828,13.88705884,sec4
19.27972403,11.21028922,sec4
15.15446891,12.36784759,sec4
13.86323187,14.53986623,sec4
17.67149734,14.04677653,sec4
12.17957926,13.5410216,sec4
14.05776548,14.21522863,sec4
16.51854512,13.64928405,sec4
16.95090487,13.2837197,sec4
19.89453575,10.73542161,sec4
12.74522215,13.27371036,sec4
15.31090829,12.85985853,sec4
13.19490771,10.26173331,sec4
12.35881826,9.63684734,sec4
12.67958048,12.07195919,sec4
15.41478959,12.63141538,sec4
14.24951361,12.94896655,sec4
15.29422522,10.49828934,sec4

